# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04829e-05 to 66.9325 h/Mpc,
# number of wavenumbers equal to 621
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       6.231175762179e-01       2.189832001678e-03      -3.500067854164e+04      -3.517463633627e+04       2.232495316112e-03      -8.221324858524e+01      -3.498042026439e+04       4.733464176479e-03       4.733464176475e-03 
       6.263427142207e-01       2.172099801898e-03      -3.507710199007e+04      -3.525145698593e+04       2.214417154501e-03      -8.157386934295e+01      -3.505681035455e+04       4.695073702429e-03       4.695073702425e-03 
       6.295678523091e-01       2.154557191593e-03      -3.515351632371e+04      -3.532825729327e+04       2.196533277659e-03      -8.094026189920e+01      -3.513318198378e+04       4.657216989431e-03       4.657216989427e-03 
       6.327929904815e-01       2.137262692736e-03      -3.522964353724e+04      -3.540475878649e+04       2.178901948689e-03      -8.028383956322e+01      -3.520925794935e+04       4.619847367992e-03       4.619847367988e-03 
       6.360181287368e-01       2.120220952257e-03      -3.530550475822e+04      -3.548098404005e+04       2.161527775150e-03      -7.964327573833e+01      -3.528506066592e+04       4.582958807797e-03       4.582958807794e-03 
       6.392432670737e-01       2.103374514183e-03      -3.538115168430e+04      -3.555698642645e+04       2.144353168789e-03      -7.904961074794e+01      -3.536064312955e+04       4.546549304581e-03       4.546549304577e-03 
       6.424684054909e-01       2.086765971901e-03      -3.545657427095e+04      -3.563275825680e+04       2.127420729255e-03      -7.845010984129e+01      -3.543599708142e+04       4.510608991825e-03       4.510608991822e-03 
       6.456935439873e-01       2.070327771749e-03      -3.553189530799e+04      -3.570842451276e+04       2.110662823355e-03      -7.783185421317e+01      -3.551124650707e+04       4.475144918364e-03       4.475144918361e-03 
       6.489186825616e-01       2.054151386951e-03      -3.560696946671e+04      -3.578384236874e+04       2.094170894001e-03      -7.721555045683e+01      -3.558624896162e+04       4.440130471606e-03       4.440130471603e-03 
       6.521438212128e-01       2.038139116827e-03      -3.568179614014e+04      -3.585901338095e+04       2.077846979079e-03      -7.664428993349e+01      -3.566100584915e+04       4.405557720563e-03       4.405557720560e-03 
       6.553689599396e-01       2.022338552242e-03      -3.575619943132e+04      -3.593376323612e+04       2.061738529639e-03      -7.607287952543e+01      -3.573534323401e+04       4.371397466267e-03       4.371397466263e-03 
       6.585940987410e-01       2.006734089273e-03      -3.583003974777e+04      -3.600795349207e+04       2.045829717675e-03      -7.549256463948e+01      -3.580912311305e+04       4.337625876306e-03       4.337625876303e-03 
       6.618192376159e-01       1.991274449884e-03      -3.590335731199e+04      -3.608162522488e+04       2.030069148791e-03      -7.489562284516e+01      -3.588238619844e+04       4.304241365215e-03       4.304241365212e-03 
       6.650443765631e-01       1.976013314503e-03      -3.597610635798e+04      -3.615473263718e+04       2.014510516093e-03      -7.434998196516e+01      -3.595508722160e+04       4.271232085246e-03       4.271232085243e-03 
       6.682695155817e-01       1.960938988980e-03      -3.604843988784e+04      -3.622742855207e+04       1.999142196408e-03      -7.381883562717e+01      -3.602737814081e+04       4.238609740462e-03       4.238609740459e-03 
       6.714946546706e-01       1.946010342417e-03      -3.612046833653e+04      -3.629982240643e+04       1.983923025299e-03      -7.325172234441e+01      -3.609936780137e+04       4.206380458805e-03       4.206380458802e-03 
       6.747197938288e-01       1.931279518728e-03      -3.619220575461e+04      -3.637192723136e+04       1.968905209676e-03      -7.268187449181e+01      -3.617106948174e+04       4.174538998893e-03       4.174538998890e-03 
       6.779449330553e-01       1.916729316447e-03      -3.626362369444e+04      -3.644371319574e+04       1.954071432430e-03      -7.214787673837e+01      -3.624245388324e+04       4.143075344370e-03       4.143075344368e-03 
       6.811700723491e-01       1.902342415405e-03      -3.633468208897e+04      -3.651513883812e+04       1.939404248991e-03      -7.164675915688e+01      -3.631347994669e+04       4.111978421342e-03       4.111978421340e-03 
       6.843952117094e-01       1.888117733086e-03      -3.640534850962e+04      -3.658617039064e+04       1.924902494443e-03      -7.111959476304e+01      -3.638411400923e+04       4.081238301383e-03       4.081238301380e-03 
       6.876203511350e-01       1.874073976804e-03      -3.647560145073e+04      -3.665678522541e+04       1.910584846124e-03      -7.057482970583e+01      -3.645433376441e+04       4.050846592855e-03       4.050846592852e-03 
       6.908454906252e-01       1.860161302856e-03      -3.654558176595e+04      -3.672712333694e+04       1.896401437724e-03      -7.006035182605e+01      -3.652427889105e+04       4.020812955792e-03       4.020812955789e-03 
       6.940706301790e-01       1.846432028109e-03      -3.661533471301e+04      -3.679722937756e+04       1.882404682353e-03      -6.957375133448e+01      -3.659399391300e+04       3.991136223584e-03       3.991136223581e-03 
       6.972957697956e-01       1.832891246203e-03      -3.668494686086e+04      -3.686718976724e+04       1.868599710204e-03      -6.907658011426e+01      -3.666356468927e+04       3.961819647389e-03       3.961819647387e-03 
       7.005209094740e-01       1.819488593248e-03      -3.675449050241e+04      -3.693707680504e+04       1.854936068172e-03      -6.855437837944e+01      -3.673306310883e+04       3.932864772405e-03       3.932864772402e-03 
       7.037460492135e-01       1.806247647807e-03      -3.682387881749e+04      -3.700680400684e+04       1.841437258471e-03      -6.805952593976e+01      -3.680240328234e+04       3.904256258306e-03       3.904256258304e-03 
       7.069711890131e-01       1.793164640213e-03      -3.689302930044e+04      -3.707628959351e+04       1.828099387426e-03      -6.760251722302e+01      -3.687150375319e+04       3.875979698989e-03       3.875979698987e-03 
       7.101963288721e-01       1.780212600411e-03      -3.696186174909e+04      -3.714545391448e+04       1.814895319192e-03      -6.712526950646e+01      -3.694028490168e+04       3.848021316164e-03       3.848021316162e-03 
       7.134214687897e-01       1.767439393585e-03      -3.703030391646e+04      -3.721422566588e+04       1.801872914783e-03      -6.664091862315e+01      -3.700867567464e+04       3.820368631615e-03       3.820368631613e-03 
       7.166466087650e-01       1.754785181584e-03      -3.709846173904e+04      -3.728271167292e+04       1.788972263877e-03      -6.615627188254e+01      -3.707678228052e+04       3.793027672249e-03       3.793027672246e-03 
       7.198717487973e-01       1.742285955461e-03      -3.716634843412e+04      -3.735092586628e+04       1.776229400981e-03      -6.570648777048e+01      -3.714461863035e+04       3.765994818021e-03       3.765994818018e-03 
       7.230968888858e-01       1.729913874471e-03      -3.723405734891e+04      -3.741896231526e+04       1.763616464779e-03      -6.525802320577e+01      -3.721227808172e+04       3.739274486535e-03       3.739274486532e-03 
       7.263220290298e-01       1.717702516630e-03      -3.730149508203e+04      -3.748672783085e+04       1.751166985092e-03      -6.478666606064e+01      -3.727966774662e+04       3.712852316871e-03       3.712852316868e-03 
       7.295471692285e-01       1.705603477150e-03      -3.736872963662e+04      -3.755429108462e+04       1.738832475465e-03      -6.433031264611e+01      -3.734685603594e+04       3.686730304354e-03       3.686730304352e-03 
       7.327723094813e-01       1.693653027186e-03      -3.743558980704e+04      -3.762148068915e+04       1.726649106458e-03      -6.389475776364e+01      -3.741367243217e+04       3.660886926018e-03       3.660886926016e-03 
       7.359974497873e-01       1.681826194929e-03      -3.750204311925e+04      -3.768826401031e+04       1.714591795619e-03      -6.347509670612e+01      -3.748008445944e+04       3.635314731690e-03       3.635314731688e-03 
       7.392225901459e-01       1.670119958913e-03      -3.756809041380e+04      -3.775464158999e+04       1.702657482344e-03      -6.303766285569e+01      -3.754609255217e+04       3.610009631308e-03       3.610009631305e-03 
       7.424477305564e-01       1.658535124116e-03      -3.763381049373e+04      -3.782069197686e+04       1.690847000776e-03      -6.258651601249e+01      -3.761177494348e+04       3.584975030626e-03       3.584975030624e-03 
       7.456728710182e-01       1.647080754142e-03      -3.769928458560e+04      -3.788649585039e+04       1.679169460672e-03      -6.216028292668e+01      -3.767721218870e+04       3.560214377287e-03       3.560214377285e-03 
       7.488980115306e-01       1.635756874350e-03      -3.776458746539e+04      -3.795212754837e+04       1.667624908970e-03      -6.176311958990e+01      -3.774247835934e+04       3.535730332801e-03       3.535730332799e-03 
       7.521231520928e-01       1.624554788732e-03      -3.782974403151e+04      -3.801761152657e+04       1.656204614911e-03      -6.133749271251e+01      -3.780759760499e+04       3.511520770446e-03       3.511520770444e-03 
       7.553482927043e-01       1.613489475561e-03      -3.789469006695e+04      -3.808288320311e+04       1.644923504294e-03      -6.091185783831e+01      -3.787250583633e+04       3.487575449792e-03       3.487575449790e-03 
       8.249383529622e-01       1.400650116024e-03      -3.923670586077e+04      -3.943154172628e+04       1.427937679138e-03      -5.300522038273e+01      -3.921367220041e+04       3.027530994918e-03       3.027530994917e-03 
       9.253894405947e-01       1.163125758334e-03      -4.100101679776e+04      -4.120459119256e+04       1.185785762612e-03      -4.409995540205e+01      -4.097687775155e+04       2.514107590628e-03       2.514107590627e-03 
       1.084768297024e+00       8.973734195176e-04      -4.346744923678e+04      -4.368325772605e+04       9.148559314447e-04      -3.409272224211e+01      -4.344179100124e+04       1.939669905463e-03       1.939669905462e-03 
       1.337410292515e+00       6.350426391772e-04      -4.675706521399e+04      -4.698922474380e+04       6.474143762038e-04      -2.419496609747e+01      -4.672942460141e+04       1.372635368780e-03       1.372635368780e-03 
       1.681301408394e+00       4.331282743011e-04      -5.039847784034e+04      -5.064880096361e+04       4.415662543376e-04      -1.652537809764e+01      -5.036871128404e+04       9.361894866858e-04       9.361894866857e-04 
       2.116590533360e+00       2.933860785556e-04      -5.410295047409e+04      -5.437186397023e+04       2.991016355950e-04      -1.121353203513e+01      -5.407112649606e+04       6.341409410693e-04       6.341409410693e-04 
       2.664629462623e+00       1.979107035958e-04      -5.784219741710e+04      -5.813006016526e+04       2.017662124224e-04      -7.558480257031e+00      -5.780845900563e+04       4.277714692595e-04       4.277714692595e-04 
       3.354569743442e+00       1.330116313643e-04      -6.161097903548e+04      -6.191824689903e+04       1.356027894871e-04      -5.086139726017e+00      -6.157557330208e+04       2.874940671701e-04       2.874940671701e-04 
       4.223153095655e+00       8.909302789095e-05      -6.540367319642e+04      -6.573098021799e+04       9.082857461452e-05      -3.402494280528e+00      -6.536702164706e+04       1.925657831491e-04       1.925657831491e-04 
       5.316634750018e+00       5.949352983716e-05      -6.921631653655e+04      -6.956461861212e+04       6.065241561202e-05      -2.271861103441e+00      -6.917912838000e+04       1.285865394451e-04       1.285865394451e-04 
       6.693246592025e+00       3.961680460932e-05      -7.304461897685e+04      -7.341541511709e+04       4.038844898022e-05      -1.513471496267e+00      -7.300807847813e+04       8.562317759179e-05       8.562317759179e-05 
       7.418397626113e+00       3.300844570604e-05      -7.475869942548e+04      -7.514025007401e+04       3.365134391906e-05      -1.264959851482e+00      -7.472302212017e+04       7.133920849896e-05       7.133920849896e-05 
       8.426298222105e+00       2.631355371116e-05      -7.688496669514e+04      -7.728067051735e+04       2.682602012302e-05      -1.008183390107e+00      -7.685104177256e+04       5.686829162450e-05       5.686829162450e-05 
       1.060808095916e+01       1.743660515039e-05      -8.073250075439e+04      -8.115703887055e+04       1.777612463418e-05      -6.685028280261e-01      -8.070445085943e+04       3.768060867397e-05       3.768060867397e-05 
       1.335478268986e+01       1.152957370104e-05      -8.458259303491e+04      -8.504239786189e+04       1.175400587831e-05      -4.395049421285e-01      -8.456580078073e+04       2.491237820531e-05       2.491237820531e-05 
       1.681267529726e+01       7.608654152911e-06      -8.842752585752e+04      -8.893314591360e+04       7.756691875860e-06      -2.923607807997e-01      -8.843086224449e+04       1.643706537236e-05       1.643706537236e-05 
       2.116590417196e+01       5.012118470298e-06      -9.225775568291e+04      -9.282650346758e+04       5.109562997513e-06      -1.913781287968e-01      -9.229580929074e+04       1.082436441895e-05       1.082436441895e-05 
       2.664629462568e+01       3.296272468346e-06      -9.605774656275e+04      -9.671800241645e+04       3.360281160831e-06      -1.250047771769e-01      -9.615446142443e+04       7.115245059922e-06       7.115245059922e-06 
       3.354569743442e+01       2.164636472433e-06      -9.980360782890e+04      -1.006018230415e+05       2.206590810117e-06      -8.185515828264e-02      -9.999819605031e+04       4.668878671898e-06       4.668878671898e-06 
       4.223153095655e+01       1.419653206956e-06      -1.034568552795e+05      -1.044688792398e+05       1.447085987985e-06      -5.442755735095e-02      -1.038133655373e+05       3.058254993323e-06       3.058254993323e-06 
       5.316634750018e+01       9.300344165132e-07      -1.069553122496e+05      -1.083045959291e+05       9.479208294271e-07      -3.549181242399e-02      -1.075780081184e+05       1.999603653279e-06       1.999603653279e-06 
       6.693246592025e+01       6.087552612159e-07      -1.102007986116e+05      -1.120873809385e+05       6.203752712760e-07      -2.335271574065e-02      -1.112586381152e+05       1.304830688378e-06       1.304830688378e-06 
